Order;Family;Genus;species_name
Apodiformes;Trochilidae;Abeillia;Abeillia abeillei
Passeriformes;Cettiidae;Abroscopus;Abroscopus albogularis
Passeriformes;Cettiidae;Abroscopus;Abroscopus schisticeps
Passeriformes;Cettiidae;Abroscopus;Abroscopus superciliaris
Galliformes;Cracidae;Aburria;Aburria aburri
Passeriformes;Meliphagidae;Acanthagenys;Acanthagenys rufogularis
Passeriformes;Thraupidae;Acanthidops;Acanthidops bairdi
Passeriformes;Fringillidae;Acanthis;Acanthis cabaret
Passeriformes;Fringillidae;Acanthis;Acanthis flammea
Passeriformes;Fringillidae;Acanthis;Acanthis hornemanni
Passeriformes;Acanthisittidae;Acanthisitta;Acanthisitta chloris
Passeriformes;Acanthizidae;Acanthiza;Acanthiza apicalis
Passeriformes;Acanthizidae;Acanthiza;Acanthiza chrysorrhoa
Passeriformes;Acanthizidae;Acanthiza;Acanthiza cinerea
Passeriformes;Acanthizidae;Acanthiza;Acanthiza ewingii
Passeriformes;Acanthizidae;Acanthiza;Acanthiza inornata
Passeriformes;Acanthizidae;Acanthiza;Acanthiza iredalei
Passeriformes;Acanthizidae;Acanthiza;Acanthiza katherina
Passeriformes;Acanthizidae;Acanthiza;Acanthiza lineata
Passeriformes;Acanthizidae;Acanthiza;Acanthiza murina
Passeriformes;Acanthizidae;Acanthiza;Acanthiza nana
Passeriformes;Acanthizidae;Acanthiza;Acanthiza pusilla
Passeriformes;Acanthizidae;Acanthiza;Acanthiza reguloides
Passeriformes;Acanthizidae;Acanthiza;Acanthiza robustirostris
Passeriformes;Acanthizidae;Acanthiza;Acanthiza uropygialis
Passeriformes;Meliphagidae;Acanthorhynchus;Acanthorhynchus superciliosus
Passeriformes;Meliphagidae;Acanthorhynchus;Acanthorhynchus tenuirostris
Passeriformes;Acanthizidae;Acanthornis;Acanthornis magna
Accipitriformes;Accipitridae;Accipiter;Accipiter albogularis
Accipitriformes;Accipitridae;Accipiter;Accipiter atricapillus
Accipitriformes;Accipitridae;Accipiter;Accipiter badius
Accipitriformes;Accipitridae;Accipiter;Accipiter bicolor
Accipitriformes;Accipitridae;Accipiter;Accipiter brachyurus
Accipitriformes;Accipitridae;Accipiter;Accipiter brevipes
Accipitriformes;Accipitridae;Accipiter;Accipiter butleri
Accipitriformes;Accipitridae;Accipiter;Accipiter castanilius
Accipitriformes;Accipitridae;Accipiter;Accipiter chilensis
Accipitriformes;Accipitridae;Accipiter;Accipiter chionogaster
Accipitriformes;Accipitridae;Accipiter;Accipiter cirrocephalus
Accipitriformes;Accipitridae;Accipiter;Accipiter cooperii
Accipitriformes;Accipitridae;Accipiter;Accipiter erythrauchen
Accipitriformes;Accipitridae;Accipiter;Accipiter erythronemius
Accipitriformes;Accipitridae;Accipiter;Accipiter erythropus
Accipitriformes;Accipitridae;Accipiter;Accipiter fasciatus
Accipitriformes;Accipitridae;Accipiter;Accipiter francesiae
Accipitriformes;Accipitridae;Accipiter;Accipiter gentilis
Accipitriformes;Accipitridae;Accipiter;Accipiter griseiceps
Accipitriformes;Accipitridae;Accipiter;Accipiter gularis
Accipitriformes;Accipitridae;Accipiter;Accipiter gundlachi
Accipitriformes;Accipitridae;Accipiter;Accipiter haplochrous
Accipitriformes;Accipitridae;Accipiter;Accipiter henicogrammus
Accipitriformes;Accipitridae;Accipiter;Accipiter henstii
Accipitriformes;Accipitridae;Accipiter;Accipiter hiogaster
Accipitriformes;Accipitridae;Accipiter;Accipiter imitator
Accipitriformes;Accipitridae;Accipiter;Accipiter luteoschistaceus
Accipitriformes;Accipitridae;Accipiter;Accipiter madagascariensis
Accipitriformes;Accipitridae;Accipiter;Accipiter melanochlamys
Accipitriformes;Accipitridae;Accipiter;Accipiter melanoleucus
Accipitriformes;Accipitridae;Accipiter;Accipiter meyerianus
Accipitriformes;Accipitridae;Accipiter;Accipiter minullus
Accipitriformes;Accipitridae;Accipiter;Accipiter nanus
Accipitriformes;Accipitridae;Accipiter;Accipiter nisus
Accipitriformes;Accipitridae;Accipiter;Accipiter novaehollandiae
Accipitriformes;Accipitridae;Accipiter;Accipiter ovampensis
Accipitriformes;Accipitridae;Accipiter;Accipiter poliocephalus
Accipitriformes;Accipitridae;Accipiter;Accipiter poliogaster
Accipitriformes;Accipitridae;Accipiter;Accipiter princeps
Accipitriformes;Accipitridae;Accipiter;Accipiter rhodogaster
Accipitriformes;Accipitridae;Accipiter;Accipiter rufitorques
Accipitriformes;Accipitridae;Accipiter;Accipiter rufiventris
Accipitriformes;Accipitridae;Accipiter;Accipiter soloensis
Accipitriformes;Accipitridae;Accipiter;Accipiter striatus
Accipitriformes;Accipitridae;Accipiter;Accipiter tachiro
Accipitriformes;Accipitridae;Accipiter;Accipiter toussenelii
Accipitriformes;Accipitridae;Accipiter;Accipiter trinotatus
Accipitriformes;Accipitridae;Accipiter;Accipiter trivirgatus
Accipitriformes;Accipitridae;Accipiter;Accipiter ventralis
Accipitriformes;Accipitridae;Accipiter;Accipiter virgatus
Bucerotiformes;Bucerotidae;Aceros;Aceros nipalensis
Passeriformes;Macrosphenidae;Achaetops;Achaetops pycnopygius
Passeriformes;Sturnidae;Acridotheres;Acridotheres albocinctus
Passeriformes;Sturnidae;Acridotheres;Acridotheres burmannicus
Passeriformes;Sturnidae;Acridotheres;Acridotheres cinereus
Passeriformes;Sturnidae;Acridotheres;Acridotheres cristatellus
Passeriformes;Sturnidae;Acridotheres;Acridotheres fuscus
Passeriformes;Sturnidae;Acridotheres;Acridotheres ginginianus
Passeriformes;Sturnidae;Acridotheres;Acridotheres grandis
Passeriformes;Sturnidae;Acridotheres;Acridotheres javanicus
Passeriformes;Sturnidae;Acridotheres;Acridotheres leucocephalus
Passeriformes;Sturnidae;Acridotheres;Acridotheres melanopterus
Passeriformes;Sturnidae;Acridotheres;Acridotheres tristis
Passeriformes;Pycnonotidae;Acritillas;Acritillas indica
Passeriformes;Furnariidae;Acrobatornis;Acrobatornis fonsecai
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus aequinoctialis
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus agricola
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus arundinaceus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus astrolabii
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus atyphus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus australis
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus bistrigiceps
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus brevipennis
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus caffer
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus concinens
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus dumetorum
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus familiaris
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus gracilirostris
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus griseldis
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus hiwae
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus kerearako
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus longirostris
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus luscinius
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus melanopogon
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus mendanae
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus musae
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus newtoni
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus nijoi
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus orientalis
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus orinus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus paludicola
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus palustris
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus percernis
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus rehsei
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus rimitarae
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus rodericanus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus rufescens
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus schoenobaenus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus scirpaceus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus sechellensis
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus sorghophilus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus stentoreus
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus syrinx
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus taiti
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus tangorum
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus vaughani
Passeriformes;Acrocephalidae;Acrocephalus;Acrocephalus yamashinae
Passeriformes;Rhinocryptidae;Acropternis;Acropternis orthonyx
Galliformes;Numididae;Acryllium;Acryllium vulturinum
Coraciiformes;Alcedinidae;Actenoides;Actenoides bougainvillei
Coraciiformes;Alcedinidae;Actenoides;Actenoides concretus
Coraciiformes;Alcedinidae;Actenoides;Actenoides hombroni
Coraciiformes;Alcedinidae;Actenoides;Actenoides lindsayi
Coraciiformes;Alcedinidae;Actenoides;Actenoides monachus
Coraciiformes;Alcedinidae;Actenoides;Actenoides princeps
Passeriformes;Leiothrichidae;Actinodura;Actinodura cyanouroptera
Passeriformes;Leiothrichidae;Actinodura;Actinodura egertoni
Passeriformes;Leiothrichidae;Actinodura;Actinodura morrisoniana
Passeriformes;Leiothrichidae;Actinodura;Actinodura nipalensis
Passeriformes;Leiothrichidae;Actinodura;Actinodura ramsayi
Passeriformes;Leiothrichidae;Actinodura;Actinodura sodangorum
Passeriformes;Leiothrichidae;Actinodura;Actinodura souliei
Passeriformes;Leiothrichidae;Actinodura;Actinodura strigula
Passeriformes;Leiothrichidae;Actinodura;Actinodura waldeni
Charadriiformes;Scolopacidae;Actitis;Actitis hypoleucos
Charadriiformes;Scolopacidae;Actitis;Actitis macularius
Charadriiformes;Jacanidae;Actophilornis;Actophilornis africanus
Charadriiformes;Jacanidae;Actophilornis;Actophilornis albinucha
Apodiformes;Trochilidae;Adelomyia;Adelomyia melanogenys
Podicipediformes;Podicipedidae;Aechmophorus;Aechmophorus clarkii
Podicipediformes;Podicipedidae;Aechmophorus;Aechmophorus occidentalis
Passeriformes;Aegithalidae;Aegithalos;Aegithalos bonvaloti
Passeriformes;Aegithalidae;Aegithalos;Aegithalos caudatus
Passeriformes;Aegithalidae;Aegithalos;Aegithalos concinnus
Passeriformes;Aegithalidae;Aegithalos;Aegithalos exilis
Passeriformes;Aegithalidae;Aegithalos;Aegithalos fuliginosus
Passeriformes;Aegithalidae;Aegithalos;Aegithalos glaucogularis
Passeriformes;Aegithalidae;Aegithalos;Aegithalos iouschistos
Passeriformes;Aegithalidae;Aegithalos;Aegithalos leucogenys
Passeriformes;Aegithalidae;Aegithalos;Aegithalos niveogularis
Passeriformes;Aegithalidae;Aegithalos;Aegithalos sharpei
Passeriformes;Aegithinidae;Aegithina;Aegithina lafresnayei
Passeriformes;Aegithinidae;Aegithina;Aegithina nigrolutea
Passeriformes;Aegithinidae;Aegithina;Aegithina tiphia
Passeriformes;Aegithinidae;Aegithina;Aegithina viridissima
Strigiformes;Strigidae;Aegolius;Aegolius acadicus
Strigiformes;Strigidae;Aegolius;Aegolius funereus
Strigiformes;Strigidae;Aegolius;Aegolius gradyi
Strigiformes;Strigidae;Aegolius;Aegolius harrisii
Strigiformes;Strigidae;Aegolius;Aegolius ridgwayi
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles affinis
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles albertisi
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles bennettii
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles crinifrons
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles cristatus
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles insignis
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles savesi
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles tatei
Aegotheliformes;Aegothelidae;Aegotheles;Aegotheles wallacii
Accipitriformes;Accipitridae;Aegypius;Aegypius monachus
Gruiformes;Rallidae;Aenigmatolimnas;Aenigmatolimnas marginalis
Galliformes;Megapodiidae;Aepypodius;Aepypodius arfakianus
Galliformes;Megapodiidae;Aepypodius;Aepypodius bruijnii
Apodiformes;Apodidae;Aerodramus;Aerodramus amelis
Apodiformes;Apodidae;Aerodramus;Aerodramus bartschi
Apodiformes;Apodidae;Aerodramus;Aerodramus brevirostris
Apodiformes;Apodidae;Aerodramus;Aerodramus ceramensis
Apodiformes;Apodidae;Aerodramus;Aerodramus elaphrus
Apodiformes;Apodidae;Aerodramus;Aerodramus francicus
Apodiformes;Apodidae;Aerodramus;Aerodramus fuciphagus
Apodiformes;Apodidae;Aerodramus;Aerodramus germani
Apodiformes;Apodidae;Aerodramus;Aerodramus hirundinaceus
Apodiformes;Apodidae;Aerodramus;Aerodramus infuscatus
Apodiformes;Apodidae;Aerodramus;Aerodramus inquietus
Apodiformes;Apodidae;Aerodramus;Aerodramus leucophaeus
Apodiformes;Apodidae;Aerodramus;Aerodramus maximus
Apodiformes;Apodidae;Aerodramus;Aerodramus mearnsi
Apodiformes;Apodidae;Aerodramus;Aerodramus nuditarsus
Apodiformes;Apodidae;Aerodramus;Aerodramus ocistus
Apodiformes;Apodidae;Aerodramus;Aerodramus orientalis
Apodiformes;Apodidae;Aerodramus;Aerodramus papuensis
Apodiformes;Apodidae;Aerodramus;Aerodramus pelewensis
Apodiformes;Apodidae;Aerodramus;Aerodramus salangana
Apodiformes;Apodidae;Aerodramus;Aerodramus sawtelli
Apodiformes;Apodidae;Aerodramus;Aerodramus sororum
Apodiformes;Apodidae;Aerodramus;Aerodramus spodiopygius
Apodiformes;Apodidae;Aerodramus;Aerodramus terraereginae
Apodiformes;Apodidae;Aerodramus;Aerodramus unicolor
Apodiformes;Apodidae;Aerodramus;Aerodramus vanikorensis
Apodiformes;Apodidae;Aerodramus;Aerodramus vulcanorum
Apodiformes;Apodidae;Aerodramus;Aerodramus whiteheadi
Apodiformes;Apodidae;Aeronautes;Aeronautes andecolus
Apodiformes;Apodidae;Aeronautes;Aeronautes montivagus
Apodiformes;Apodidae;Aeronautes;Aeronautes saxatalis
Charadriiformes;Alcidae;Aethia;Aethia cristatella
Charadriiformes;Alcidae;Aethia;Aethia psittacula
Charadriiformes;Alcidae;Aethia;Aethia pusilla
Charadriiformes;Alcidae;Aethia;Aethia pygmaea
Passeriformes;Acanthizidae;Aethomyias;Aethomyias arfakianus
Passeriformes;Acanthizidae;Aethomyias;Aethomyias nigrorufus
Passeriformes;Acanthizidae;Aethomyias;Aethomyias papuensis
Passeriformes;Acanthizidae;Aethomyias;Aethomyias perspicillatus
Passeriformes;Acanthizidae;Aethomyias;Aethomyias rufescens
Passeriformes;Acanthizidae;Aethomyias;Aethomyias spilodera
Passeriformes;Nectariniidae;Aethopyga;Aethopyga bella
Passeriformes;Nectariniidae;Aethopyga;Aethopyga boltoni
Passeriformes;Nectariniidae;Aethopyga;Aethopyga christinae
Passeriformes;Nectariniidae;Aethopyga;Aethopyga duyvenbodei
Passeriformes;Nectariniidae;Aethopyga;Aethopyga eximia
Passeriformes;Nectariniidae;Aethopyga;Aethopyga flagrans
Passeriformes;Nectariniidae;Aethopyga;Aethopyga gouldiae
Passeriformes;Nectariniidae;Aethopyga;Aethopyga guimarasensis
Passeriformes;Nectariniidae;Aethopyga;Aethopyga ignicauda
Passeriformes;Nectariniidae;Aethopyga;Aethopyga linaraborae
Passeriformes;Nectariniidae;Aethopyga;Aethopyga magnifica
Passeriformes;Nectariniidae;Aethopyga;Aethopyga mystacalis
Passeriformes;Nectariniidae;Aethopyga;Aethopyga nipalensis
Passeriformes;Nectariniidae;Aethopyga;Aethopyga primigenia
Passeriformes;Nectariniidae;Aethopyga;Aethopyga pulcherrima
Passeriformes;Nectariniidae;Aethopyga;Aethopyga saturata
Passeriformes;Nectariniidae;Aethopyga;Aethopyga shelleyi
Passeriformes;Nectariniidae;Aethopyga;Aethopyga siparaja
Passeriformes;Nectariniidae;Aethopyga;Aethopyga temminckii
Passeriformes;Nectariniidae;Aethopyga;Aethopyga vigorsii
Galliformes;Phasianidae;Afropavo;Afropavo congensis
Otidiformes;Otididae;Afrotis;Afrotis afra
Otidiformes;Otididae;Afrotis;Afrotis afraoides
Pelecaniformes;Ardeidae;Agamia;Agamia agami
Psittaciformes;Psittaculidae;Agapornis;Agapornis canus
Psittaciformes;Psittaculidae;Agapornis;Agapornis fischeri
Psittaciformes;Psittaculidae;Agapornis;Agapornis lilianae
Psittaciformes;Psittaculidae;Agapornis;Agapornis nigrigenis
Psittaciformes;Psittaculidae;Agapornis;Agapornis personatus
Psittaciformes;Psittaculidae;Agapornis;Agapornis pullarius
Psittaciformes;Psittaculidae;Agapornis;Agapornis roseicollis
Psittaciformes;Psittaculidae;Agapornis;Agapornis swindernianus
Psittaciformes;Psittaculidae;Agapornis;Agapornis taranta
Passeriformes;Icteridae;Agelaioides;Agelaioides badius
Passeriformes;Icteridae;Agelaioides;Agelaioides fringillarius
Passeriformes;Icteridae;Agelaius;Agelaius assimilis
Passeriformes;Icteridae;Agelaius;Agelaius humeralis
Passeriformes;Icteridae;Agelaius;Agelaius phoeniceus
Passeriformes;Icteridae;Agelaius;Agelaius tricolor
Passeriformes;Icteridae;Agelaius;Agelaius xanthomus
Galliformes;Numididae;Agelastes;Agelastes meleagrides
Galliformes;Numididae;Agelastes;Agelastes niger
Passeriformes;Icteridae;Agelasticus;Agelasticus cyanopus
Passeriformes;Icteridae;Agelasticus;Agelasticus thilius
Passeriformes;Icteridae;Agelasticus;Agelasticus xanthophthalmus
Apodiformes;Trochilidae;Aglaeactis;Aglaeactis aliciae
Apodiformes;Trochilidae;Aglaeactis;Aglaeactis castelnaudii
Apodiformes;Trochilidae;Aglaeactis;Aglaeactis cupripennis
Apodiformes;Trochilidae;Aglaeactis;Aglaeactis pamela
Apodiformes;Trochilidae;Aglaiocercus;Aglaiocercus berlepschi
Apodiformes;Trochilidae;Aglaiocercus;Aglaiocercus coelestis
Apodiformes;Trochilidae;Aglaiocercus;Aglaiocercus kingii
Passeriformes;Fringillidae;Agraphospiza;Agraphospiza rubescens
Passeriformes;Muscicapidae;Agricola;Agricola infuscatus
Passeriformes;Muscicapidae;Agricola;Agricola pallidus
Passeriformes;Tyrannidae;Agriornis;Agriornis albicauda
Passeriformes;Tyrannidae;Agriornis;Agriornis lividus
Passeriformes;Tyrannidae;Agriornis;Agriornis micropterus
Passeriformes;Tyrannidae;Agriornis;Agriornis montanus
Passeriformes;Tyrannidae;Agriornis;Agriornis murinus
Passeriformes;Sturnidae;Agropsar;Agropsar philippensis
Passeriformes;Sturnidae;Agropsar;Agropsar sturninus
Passeriformes;Estrildidae;Aidemosyne;Aidemosyne modesta
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus arfakianus
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus astigmaticus
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus buccoides
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus crassirostris
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus geislerorum
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus jobiensis
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus maculosus
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus melanocephalus
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus melanotis
Passeriformes;Ptilonorhynchidae;Ailuroedus;Ailuroedus stonii
Passeriformes;Passerellidae;Aimophila;Aimophila notosticta
Passeriformes;Passerellidae;Aimophila;Aimophila rufescens
Passeriformes;Passerellidae;Aimophila;Aimophila ruficeps
Anseriformes;Anatidae;Aix;Aix galericulata
Anseriformes;Anatidae;Aix;Aix sponsa
Passeriformes;Fringillidae;Akialoa;Akialoa ellisiana
Passeriformes;Fringillidae;Akialoa;Akialoa lanaiensis
Passeriformes;Fringillidae;Akialoa;Akialoa obscura
Passeriformes;Fringillidae;Akialoa;Akialoa stejnegeri
Passeriformes;Thamnophilidae;Akletos;Akletos goeldii
Passeriformes;Thamnophilidae;Akletos;Akletos melanoceps
Passeriformes;Alaudidae;Alaemon;Alaemon alaudipes
Passeriformes;Alaudidae;Alaemon;Alaemon hamertoni
Passeriformes;Alaudidae;Alauda;Alauda arvensis
Passeriformes;Alaudidae;Alauda;Alauda gulgula
Passeriformes;Alaudidae;Alauda;Alauda leucoptera
Passeriformes;Alaudidae;Alauda;Alauda razae
Passeriformes;Alaudidae;Alaudala;Alaudala athensis
Passeriformes;Alaudidae;Alaudala;Alaudala cheleensis
Passeriformes;Alaudidae;Alaudala;Alaudala heinei
Passeriformes;Alaudidae;Alaudala;Alaudala raytal
Passeriformes;Alaudidae;Alaudala;Alaudala rufescens
Passeriformes;Alaudidae;Alaudala;Alaudala somalica
Charadriiformes;Alcidae;Alca;Alca torda
Coraciiformes;Alcedinidae;Alcedo;Alcedo atthis
Coraciiformes;Alcedinidae;Alcedo;Alcedo coerulescens
Coraciiformes;Alcedinidae;Alcedo;Alcedo euryzona
Coraciiformes;Alcedinidae;Alcedo;Alcedo hercules
Coraciiformes;Alcedinidae;Alcedo;Alcedo meninting
Coraciiformes;Alcedinidae;Alcedo;Alcedo peninsulae
Coraciiformes;Alcedinidae;Alcedo;Alcedo quadribrachys
Coraciiformes;Alcedinidae;Alcedo;Alcedo semitorquata
Passeriformes;Alcippeidae;Alcippe;Alcippe brunneicauda
Passeriformes;Alcippeidae;Alcippe;Alcippe davidi
Passeriformes;Alcippeidae;Alcippe;Alcippe fratercula
Passeriformes;Alcippeidae;Alcippe;Alcippe grotei
Passeriformes;Alcippeidae;Alcippe;Alcippe hueti
Passeriformes;Alcippeidae;Alcippe;Alcippe morrisonia
Passeriformes;Alcippeidae;Alcippe;Alcippe nipalensis
Passeriformes;Alcippeidae;Alcippe;Alcippe peracensis
Passeriformes;Alcippeidae;Alcippe;Alcippe poioicephala
Passeriformes;Alcippeidae;Alcippe;Alcippe pyrrhoptera
Passeriformes;Pycnonotidae;Alcurus;Alcurus striatus
Passeriformes;Oreoicidae;Aleadryas;Aleadryas rufinucha
Galliformes;Phasianidae;Alectoris;Alectoris barbara
Galliformes;Phasianidae;Alectoris;Alectoris chukar
Galliformes;Phasianidae;Alectoris;Alectoris graeca
Galliformes;Phasianidae;Alectoris;Alectoris magna
Galliformes;Phasianidae;Alectoris;Alectoris melanocephala
Galliformes;Phasianidae;Alectoris;Alectoris philbyi
Galliformes;Phasianidae;Alectoris;Alectoris rufa
Columbiformes;Columbidae;Alectroenas;Alectroenas madagascariensis
Columbiformes;Columbidae;Alectroenas;Alectroenas nitidissimus
Columbiformes;Columbidae;Alectroenas;Alectroenas pulcherrimus
Columbiformes;Columbidae;Alectroenas;Alectroenas sganzini
Passeriformes;Tyrannidae;Alectrurus;Alectrurus risora
Passeriformes;Tyrannidae;Alectrurus;Alectrurus tricolor
Galliformes;Megapodiidae;Alectura;Alectura lathami
Passeriformes;Muscicapidae;Alethe;Alethe castanea
Passeriformes;Muscicapidae;Alethe;Alethe diademata
Psittaciformes;Psittacidae;Alipiopsitta;Alipiopsitta xanthops
Psittaciformes;Psittaculidae;Alisterus;Alisterus amboinensis
Psittaciformes;Psittaculidae;Alisterus;Alisterus chloropterus
Psittaciformes;Psittaculidae;Alisterus;Alisterus scapularis
Charadriiformes;Alcidae;Alle;Alle alle
Passeriformes;Mimidae;Allenia;Allenia fusca
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus bres
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus flaveolus
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus frater
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus ochraceus
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus pallidus
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus phaeocephalus
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus ruficrissus
Passeriformes;Pycnonotidae;Alophoixus;Alophoixus tephrogenys
Passeriformes;Hirundinidae;Alopochelidon;Alopochelidon fucata
Anseriformes;Anatidae;Alopochen;Alopochen aegyptiaca
Anseriformes;Anatidae;Alopochen;Alopochen kervazoi
Anseriformes;Anatidae;Alopochen;Alopochen mauritiana
Passeriformes;Estrildidae;Amadina;Amadina erythrocephala
Passeriformes;Estrildidae;Amadina;Amadina fasciata
Passeriformes;Petroicidae;Amalocichla;Amalocichla incerta
Passeriformes;Petroicidae;Amalocichla;Amalocichla sclateriana
Passeriformes;Estrildidae;Amandava;Amandava amandava
Passeriformes;Estrildidae;Amandava;Amandava formosa
Passeriformes;Estrildidae;Amandava;Amandava subflava
Gruiformes;Rallidae;Amaurolimnas;Amaurolimnas concolor
Gruiformes;Rallidae;Amaurornis;Amaurornis isabellina
Gruiformes;Rallidae;Amaurornis;Amaurornis magnirostris
Gruiformes;Rallidae;Amaurornis;Amaurornis moluccana
Gruiformes;Rallidae;Amaurornis;Amaurornis olivacea
Gruiformes;Rallidae;Amaurornis;Amaurornis phoenicurus
Passeriformes;Cardinalidae;Amaurospiza;Amaurospiza aequatorialis
Passeriformes;Cardinalidae;Amaurospiza;Amaurospiza carrizalensis
Passeriformes;Cardinalidae;Amaurospiza;Amaurospiza concolor
Passeriformes;Cardinalidae;Amaurospiza;Amaurospiza moesta
Apodiformes;Trochilidae;Amazilia;Amazilia boucardi
Apodiformes;Trochilidae;Amazilia;Amazilia luciae
Apodiformes;Trochilidae;Amazilia;Amazilia rutila
Apodiformes;Trochilidae;Amazilia;Amazilia tzacatl
Apodiformes;Trochilidae;Amazilia;Amazilia yucatanensis
Apodiformes;Trochilidae;Amazilis;Amazilis amazilia
Psittaciformes;Psittacidae;Amazona;Amazona aestiva
Psittaciformes;Psittacidae;Amazona;Amazona agilis
Psittaciformes;Psittacidae;Amazona;Amazona albifrons
Psittaciformes;Psittacidae;Amazona;Amazona amazonica
Psittaciformes;Psittacidae;Amazona;Amazona arausiaca
Psittaciformes;Psittacidae;Amazona;Amazona auropalliata
Psittaciformes;Psittacidae;Amazona;Amazona autumnalis
Psittaciformes;Psittacidae;Amazona;Amazona barbadensis
Psittaciformes;Psittacidae;Amazona;Amazona brasiliensis
Psittaciformes;Psittacidae;Amazona;Amazona collaria
Psittaciformes;Psittacidae;Amazona;Amazona diadema
Psittaciformes;Psittacidae;Amazona;Amazona dufresniana
Psittaciformes;Psittacidae;Amazona;Amazona farinosa
Psittaciformes;Psittacidae;Amazona;Amazona festiva
Psittaciformes;Psittacidae;Amazona;Amazona finschi
Psittaciformes;Psittacidae;Amazona;Amazona guildingii
Psittaciformes;Psittacidae;Amazona;Amazona imperialis
Psittaciformes;Psittacidae;Amazona;Amazona kawalli
Psittaciformes;Psittacidae;Amazona;Amazona leucocephala
Psittaciformes;Psittacidae;Amazona;Amazona mercenarius
Psittaciformes;Psittacidae;Amazona;Amazona ochrocephala
Psittaciformes;Psittacidae;Amazona;Amazona oratrix
Psittaciformes;Psittacidae;Amazona;Amazona pretrei
Psittaciformes;Psittacidae;Amazona;Amazona rhodocorytha
Psittaciformes;Psittacidae;Amazona;Amazona tucumana
Psittaciformes;Psittacidae;Amazona;Amazona ventralis
Psittaciformes;Psittacidae;Amazona;Amazona versicolor
