Species	Gene	FrA	FrT	FrG	FrC	ECO.Maximum.longevity..yrs.	ECO.Body.mass..g.	ECO.Metabolic.rate..W.	ECO.Temperature..K.
Anser_albifrons	ATP6	0.379032258064516	0.120967741935484	0.032258064516129	0.467741935483871	47	NA	NA	NA
Anser_albifrons	CytB	0.440414507772021	0.077720207253886	0.0621761658031088	0.419689119170984	47	NA	NA	NA
Anser_albifrons	ND5	0.39672131147541	0.0918032786885246	0.0852459016393443	0.426229508196721	47	NA	NA	NA
Anser_albifrons	ND4L	0.483333333333333	0.0166666666666667	0.116666666666667	0.383333333333333	47	NA	NA	NA
Anser_albifrons	COX3	0.485714285714286	0.0357142857142857	0.0928571428571429	0.385714285714286	47	NA	NA	NA
Anser_albifrons	ND2	0.401041666666667	0.09375	0.0729166666666667	0.432291666666667	47	NA	NA	NA
Anser_albifrons	ND3	0.459459459459459	0.0675675675675676	0.0810810810810811	0.391891891891892	47	NA	NA	NA
Anser_albifrons	ND6	0.272	0.216	0.024	0.488	47	NA	NA	NA
Anser_albifrons	COX2	0.422764227642276	0.121951219512195	0.0894308943089431	0.365853658536585	47	NA	NA	NA
Anser_albifrons	ATP8	0.577777777777778	0.0666666666666667	0	0.355555555555556	47	NA	NA	NA
Anser_albifrons	COX1	0.382022471910112	0.127340823970037	0.0786516853932584	0.411985018726592	47	NA	NA	NA
Anser_albifrons	ND4	0.4	0.0869565217391304	0.104347826086957	0.408695652173913	47	NA	NA	NA
Anser_albifrons	ND1	0.417647058823529	0.147058823529412	0.0882352941176471	0.347058823529412	47	NA	NA	NA
Aquila_chrysaetos	CytB	0.377551020408163	0.11734693877551	0.0306122448979592	0.474489795918367	48	3000	4.9929	NA
Aquila_chrysaetos	COX3	0.414285714285714	0.15	0.0428571428571429	0.392857142857143	48	3000	4.9929	NA
Aquila_chrysaetos	ND3	0.455882352941176	0.0882352941176471	0.0441176470588235	0.411764705882353	48	3000	4.9929	NA
Aquila_chrysaetos	ND5	0.370607028753994	0.10223642172524	0.0479233226837061	0.479233226837061	48	3000	4.9929	NA
Aquila_chrysaetos	ATP6	0.396825396825397	0.166666666666667	0.0476190476190476	0.388888888888889	48	3000	4.9929	NA
Aquila_chrysaetos	ND6	0.296610169491525	0.296610169491525	0.0338983050847458	0.372881355932203	48	3000	4.9929	NA
Aquila_chrysaetos	ND2	0.402010050251256	0.130653266331658	0.0301507537688442	0.437185929648241	48	3000	4.9929	NA
Aquila_chrysaetos	ATP8	0.560975609756098	0.0975609756097561	0	0.341463414634146	48	3000	4.9929	NA
Aquila_chrysaetos	ND4	0.349794238683128	0.119341563786008	0.037037037037037	0.493827160493827	48	3000	4.9929	NA
Aquila_chrysaetos	ND4L	0.442622950819672	0.0819672131147541	0.0655737704918033	0.409836065573771	48	3000	4.9929	NA
Aquila_chrysaetos	ND1	0.369565217391304	0.146739130434783	0.0706521739130435	0.41304347826087	48	3000	4.9929	NA
Aquila_chrysaetos	COX1	0.36996336996337	0.142857142857143	0.0586080586080586	0.428571428571429	48	3000	4.9929	NA
Aquila_chrysaetos	COX2	0.495726495726496	0.094017094017094	0.0427350427350427	0.367521367521368	48	3000	4.9929	NA
Ara_ararauna	ND6	0.327731092436975	0.184873949579832	0.092436974789916	0.394957983193277	43	NA	NA	NA
Ara_ararauna	COX2	0.394957983193277	0.092436974789916	0.100840336134454	0.411764705882353	43	NA	NA	NA
Ara_ararauna	ND1	0.407407407407407	0.169312169312169	0.0211640211640212	0.402116402116402	43	NA	NA	NA
Ara_ararauna	ND4	0.331983805668016	0.186234817813765	0.0607287449392713	0.421052631578947	43	NA	NA	NA
Ara_ararauna	COX1	0.434944237918216	0.16728624535316	0.0669144981412639	0.330855018587361	43	NA	NA	NA
Ara_ararauna	ND5	0.376666666666667	0.09	0.0766666666666667	0.456666666666667	43	NA	NA	NA
Ara_ararauna	ATP6	0.388059701492537	0.186567164179104	0.0522388059701493	0.373134328358209	43	NA	NA	NA
Ara_ararauna	ND2	0.397905759162304	0.141361256544503	0.0575916230366492	0.403141361256544	43	NA	NA	NA
Ara_ararauna	ND4L	0.553846153846154	0.0923076923076923	0.0461538461538462	0.307692307692308	43	NA	NA	NA
Ara_ararauna	ATP8	0.575	0.05	0.025	0.35	43	NA	NA	NA
Ara_ararauna	ND3	0.485294117647059	0.102941176470588	0.0441176470588235	0.367647058823529	43	NA	NA	NA
Ara_ararauna	CytB	0.368983957219251	0.117647058823529	0.0695187165775401	0.443850267379679	43	NA	NA	NA
Ara_ararauna	COX3	0.460992907801418	0.156028368794326	0.0851063829787234	0.297872340425532	43	NA	NA	NA
Ardea_cinerea	COX2	0.48695652173913	0.165217391304348	0.00869565217391304	0.339130434782609	37.5	NA	NA	NA
Ardea_cinerea	ND3	0.430555555555556	0.138888888888889	0.0277777777777778	0.402777777777778	37.5	NA	NA	NA
Ardea_cinerea	ND6	0.376068376068376	0.273504273504274	0.0170940170940171	0.333333333333333	37.5	NA	NA	NA
Ardea_cinerea	ND1	0.357541899441341	0.173184357541899	0.0614525139664804	0.407821229050279	37.5	NA	NA	NA
Ardea_cinerea	ATP6	0.431818181818182	0.106060606060606	0.0378787878787879	0.424242424242424	37.5	NA	NA	NA
Ardea_cinerea	COX1	0.434456928838951	0.176029962546816	0.0561797752808989	0.333333333333333	37.5	NA	NA	NA
Ardea_cinerea	ND4L	0.559322033898305	0.135593220338983	0.0169491525423729	0.288135593220339	37.5	NA	NA	NA
Ardea_cinerea	ND2	0.404371584699454	0.136612021857924	0.0765027322404372	0.382513661202186	37.5	NA	NA	NA
Ardea_cinerea	ND4	0.37344398340249	0.149377593360996	0.04149377593361	0.435684647302905	37.5	NA	NA	NA
