Species	Gene	FrA	FrT	FrG	FrC	ECO.Maximum.longevity..yrs.	ECO.Body.mass..g.	ECO.Metabolic.rate..W.	ECO.Temperature..K.
Apteryx_haastii	ND6	0.310344827586207	0.327586206896552	0.0431034482758621	0.318965517241379	NA	NA	NA	NA
Apteryx_haastii	ATP6	0.395161290322581	0.258064516129032	0.0161290322580645	0.330645161290323	NA	NA	NA	NA
Apteryx_haastii	COX3	0.519083969465649	0.106870229007634	0.00763358778625954	0.366412213740458	NA	NA	NA	NA
Apteryx_haastii	CytB	0.464864864864865	0.140540540540541	0.0594594594594595	0.335135135135135	NA	NA	NA	NA
Apteryx_haastii	ND4L	0.474576271186441	0.135593220338983	0.0338983050847458	0.355932203389831	NA	NA	NA	NA
Apteryx_haastii	COX1	0.437956204379562	0.197080291970803	0.0474452554744526	0.317518248175182	NA	NA	NA	NA
Apteryx_haastii	COX2	0.533333333333333	0.225	0.0333333333333333	0.208333333333333	NA	NA	NA	NA
Apteryx_haastii	ND3	0.53030303030303	0.106060606060606	0.0151515151515152	0.348484848484849	NA	NA	NA	NA
Apteryx_haastii	ND1	0.455056179775281	0.162921348314607	0.0449438202247191	0.337078651685393	NA	NA	NA	NA
Apteryx_haastii	ND4	0.385281385281385	0.19047619047619	0.0216450216450216	0.402597402597403	NA	NA	NA	NA
Apteryx_haastii	ND5	0.379084967320261	0.183006535947712	0.0261437908496732	0.411764705882353	NA	NA	NA	NA
Apteryx_haastii	ATP8	0.585365853658537	0.195121951219512	0.024390243902439	0.195121951219512	NA	NA	NA	NA
Apteryx_haastii	ND2	0.37696335078534	0.178010471204188	0.0261780104712042	0.418848167539267	NA	NA	NA	NA
Apteryx_owenii	ND1	0.446327683615819	0.152542372881356	0.0451977401129944	0.355932203389831	NA	NA	NA	NA
Apteryx_owenii	ND6	0.324786324786325	0.316239316239316	0.0341880341880342	0.324786324786325	NA	NA	NA	NA
Apteryx_owenii	ND5	0.384868421052632	0.213815789473684	0.0197368421052632	0.381578947368421	NA	NA	NA	NA
Apteryx_owenii	COX1	0.428571428571429	0.194139194139194	0.0586080586080586	0.318681318681319	NA	NA	NA	NA
Apteryx_owenii	ND2	0.382198952879581	0.193717277486911	0.0261780104712042	0.397905759162304	NA	NA	NA	NA
Apteryx_owenii	ATP6	0.414634146341463	0.252032520325203	0.00813008130081301	0.32520325203252	NA	NA	NA	NA
Apteryx_owenii	ND3	0.522388059701492	0.134328358208955	0	0.343283582089552	NA	NA	NA	NA
Apteryx_owenii	CytB	0.457446808510638	0.180851063829787	0.0585106382978723	0.303191489361702	NA	NA	NA	NA
Apteryx_owenii	ATP8	0.6	0.2	0.025	0.175	NA	NA	NA	NA
Apteryx_owenii	ND4L	0.491525423728814	0.11864406779661	0.0169491525423729	0.372881355932203	NA	NA	NA	NA
Apteryx_owenii	ND4	0.370689655172414	0.232758620689655	0.0301724137931034	0.366379310344828	NA	NA	NA	NA
Apteryx_owenii	COX2	0.537190082644628	0.223140495867769	0.0413223140495868	0.198347107438017	NA	NA	NA	NA
Apteryx_owenii	COX3	0.515151515151515	0.0984848484848485	0.0227272727272727	0.363636363636364	NA	NA	NA	NA
Callipepla_squamata	ATP8	0.564102564102564	0.128205128205128	0	0.307692307692308	NA	NA	NA	NA
Callipepla_squamata	ATP6	0.372093023255814	0.178294573643411	0.0232558139534884	0.426356589147287	NA	NA	NA	NA
Callipepla_squamata	COX1	0.419475655430712	0.172284644194757	0.0337078651685393	0.374531835205993	NA	NA	NA	NA
Callipepla_squamata	ND6	0.301724137931034	0.232758620689655	0.0344827586206897	0.431034482758621	NA	NA	NA	NA
Callipepla_squamata	ND5	0.390163934426229	0.121311475409836	0.019672131147541	0.468852459016393	NA	NA	NA	NA
Callipepla_squamata	ND4	0.433884297520661	0.128099173553719	0.0206611570247934	0.417355371900826	NA	NA	NA	NA
Callipepla_squamata	ND2	0.402116402116402	0.142857142857143	0.00529100529100529	0.44973544973545	NA	NA	NA	NA
Callipepla_squamata	COX2	0.432203389830508	0.169491525423729	0.0169491525423729	0.38135593220339	NA	NA	NA	NA
Callipepla_squamata	CytB	0.420512820512821	0.0871794871794872	0.0358974358974359	0.456410256410256	NA	NA	NA	NA
Callipepla_squamata	ND1	0.373563218390805	0.0862068965517241	0.0632183908045977	0.477011494252874	NA	NA	NA	NA
Callipepla_squamata	COX3	0.525179856115108	0.0935251798561151	0.0215827338129496	0.359712230215827	NA	NA	NA	NA
Callipepla_squamata	ND3	0.466666666666667	0.173333333333333	0.0133333333333333	0.346666666666667	NA	NA	NA	NA
Callipepla_squamata	ND4L	0.55	0.116666666666667	0	0.333333333333333	NA	NA	NA	NA
Colinus_virginianus	ND6	0.342105263157895	0.201754385964912	0.0175438596491228	0.43859649122807	6.4	NA	NA	NA
Colinus_virginianus	CytB	0.420512820512821	0.117948717948718	0.0358974358974359	0.425641025641026	6.4	NA	NA	NA
Colinus_virginianus	ND4L	0.566666666666667	0.15	0	0.283333333333333	6.4	NA	NA	NA
Colinus_virginianus	ND4	0.441176470588235	0.126050420168067	0.0210084033613445	0.411764705882353	6.4	NA	NA	NA
Colinus_virginianus	ND5	0.388888888888889	0.133986928104575	0.0196078431372549	0.457516339869281	6.4	NA	NA	NA
Colinus_virginianus	ND1	0.36046511627907	0.145348837209302	0.0348837209302326	0.459302325581395	6.4	NA	NA	NA
Colinus_virginianus	ND2	0.380952380952381	0.142857142857143	0.0158730158730159	0.46031746031746	6.4	NA	NA	NA
Colinus_virginianus	COX1	0.431226765799257	0.182156133828996	0.0446096654275093	0.342007434944238	6.4	NA	NA	NA
Colinus_virginianus	COX2	0.448275862068966	0.146551724137931	0.0258620689655172	0.379310344827586	6.4	NA	NA	NA
Colinus_virginianus	ATP8	0.552631578947368	0.0789473684210526	0	0.368421052631579	6.4	NA	NA	NA
Colinus_virginianus	ATP6	0.366412213740458	0.183206106870229	0.0152671755725191	0.435114503816794	6.4	NA	NA	NA
Colinus_virginianus	COX3	0.514492753623188	0.101449275362319	0.036231884057971	0.347826086956522	6.4	NA	NA	NA
Colinus_virginianus	ND3	0.466666666666667	0.226666666666667	0	0.306666666666667	6.4	NA	NA	NA
Struthio_camelus	ND3	0.485294117647059	0.102941176470588	0.0294117647058824	0.382352941176471	50	1e+05	69.6339	NA
Struthio_camelus	ND4L	0.573770491803279	0.114754098360656	0.0655737704918033	0.245901639344262	50	1e+05	69.6339	NA
Struthio_camelus	ND4	0.355932203389831	0.186440677966102	0.0635593220338983	0.394067796610169	50	1e+05	69.6339	NA
Struthio_camelus	ND5	0.388349514563107	0.145631067961165	0.0355987055016181	0.43042071197411	50	1e+05	69.6339	NA
Struthio_camelus	CytB	0.389473684210526	0.121052631578947	0.0631578947368421	0.426315789473684	50	1e+05	69.6339	NA
Struthio_camelus	ND1	0.374301675977654	0.156424581005587	0.0893854748603352	0.379888268156425	50	1e+05	69.6339	NA
Struthio_camelus	ND6	0.344827586206897	0.28448275862069	0.0344827586206897	0.336206896551724	50	1e+05	69.6339	NA
Struthio_camelus	ND2	0.354166666666667	0.0989583333333333	0.0729166666666667	0.473958333333333	50	1e+05	69.6339	NA
Struthio_camelus	COX1	0.41970802919708	0.197080291970803	0.072992700729927	0.31021897810219	50	1e+05	69.6339	NA
Struthio_camelus	COX2	0.5	0.188524590163934	0.0819672131147541	0.229508196721311	50	1e+05	69.6339	NA
Struthio_camelus	ATP8	0.511627906976744	0.13953488372093	0.0465116279069767	0.302325581395349	50	1e+05	69.6339	NA
Struthio_camelus	ATP6	0.36	0.184	0.048	0.408	50	1e+05	69.6339	NA
Struthio_camelus	COX3	0.503703703703704	0.133333333333333	0.0814814814814815	0.281481481481481	50	1e+05	69.6339	NA
